doi,journal,reason
10.1097/OLQ.0b013e31829529cf,Sexually Transmitted Diseases,idconv: no PMCID
10.1111/jora.12027,Journal of Research on Adolescence,PMC fetch failed (batched only)
10.5243/jsswr.2013.15,Journal of the Society for Social Work and Research,idconv: no PMCID
10.1177/0049124104273069,Sociological Methods and Research,idconv: no PMCID
10.1016/j.jcrimjus.2013.11.001,Journal of Criminal Justice,idconv: no PMCID
10.1177/0093854813509370,Criminal Justice and Behavior,idconv: no PMCID
10.1002/sim.5408,Stat Med,PMC fetch failed (batched only)
10.1111/j.1532-7795.2012.00830.x,Journal of research on adolescence,PMC fetch failed (batched only)
10.1080/15332640.2013.836728,Journal of ethnicity in substance abuse,PMC fetch failed (batched only)
http://dx.doi.org/10.1016/j.cor.2013.11.015,Computers & Operations Research,idconv: no PMCID
10.1177/002214650504600205,Journal of Health and Social Behavior,idconv: no PMCID
10.1037/a0035227,Developmental Psychology,PMC fetch failed (batched only)
10.1177/0095327x13507258,Armed Forces & Society,idconv: no PMCID
10.1016/j.jadohealth.2005.01.006,Journal of Adolescent Health,PMC fetch failed (batched only)
10.1111/mono.12059,Monographs of the Society for Research in Child Development,idconv: no PMCID
10.1080/13676261.2013.793792,Journal of Youth Studies,idconv: no PMCID
10.1016/j.alcr.2013.12.002,Advances in Life Course Research,PMC fetch failed (batched only)
http://dx.doi.org/10.1016/j.drugalcdep.2013.11.022,Drug and Alcohol Dependence,PMC fetch failed (batched only)
10.1007/s11126-013-9287-x,Psychiatric Quarterly,idconv: no PMCID
10.1016/j.ssresearch.2004.10.001,Social Science Research,idconv: no PMCID
10.1007/s12160-013-9567-6,Annals of Behavioral Medicine,PMC fetch failed (batched only)
10.1057/eej.2013.1,Eastern Economic Journal,idconv: no PMCID
10.1007/s10508-013-0219-5,Archives of Sexual Behavior,idconv: no PMCID
10.1016/j.jadohealth.2013.10.201,Journal of Adolescent Health,PMC fetch failed (batched only)
10.1016/j.annepidem.2013.12.004,Annals of Epidemiology,PMC fetch failed (batched only)
10.1007/s11150-013-9235-4,Review of Economics of the Household,PMC fetch failed (batched only)
10.1016/j.drugalcdep.2013.12.011,Drug and Alcohol Dependence,idconv: no PMCID
10.1016/S1040-2608(06)11011-4,Advances in Life Course Research,idconv: no PMCID
10.1080/00224499.2012.719169,Journal of Sex Research,PMC fetch failed (batched only)
10.1037/a0030292,J Neurosci Psychol Econ,PMC fetch failed (batched only)
10.1037/a0034618,Psychology of Men and Masculinity,PMC fetch failed (batched only)
10.1080/07418825.2013.856932,Justice Quarterly,idconv: no PMCID
http://dx.doi.org/10.1016/j.jcrimjus.2013.12.003,Journal of Criminal Justice,idconv: no PMCID
10.1542/peds.106.1.52,Pediatrics,idconv: no PMCID
10.1177/0022427805280069,Journal of Research in Crime and Delinquency,idconv: no PMCID
10.1016/j.alcr.2013.12.004,Advances in Life Course Research,PMC fetch failed (batched only)
10.1111/jomf.12079,Journal of Marriage and Family,PMC fetch failed (batched only)
10.1111/jomf.12074,Journal of Marriage and Family,idconv: no PMCID
10.1093/alcalc/agt180,Alcohol and Alcoholism,idconv: no PMCID
10.1080/1478601X.2013.873203,Criminal Justice Studies,idconv: no PMCID
10.1111/ssqu.12003,Social Science Quarterly,idconv: no PMCID
10.1016/j.addbeh.2013.11.030,Addictive Behaviors,idconv: no PMCID
10.1111/j.1745-9125.2006.00063.x,Criminology,idconv: no PMCID
10.1016/j.jadohealth.2013.10.044,Journal of Adolescent Health,idconv: no PMCID
10.1016/j.jadohealth.2013.10.085,Journal of Adolescent Health,idconv: no PMCID
10.1016/j.jadohealth.2013.10.158,Journal of Adolescent Health,idconv: no PMCID
http://dx.doi.org/10.1016/j.jadohealth.2013.10.172,Journal of Adolescent Health,idconv: no PMCID
10.1016/j.ehb.2014.01.001,Economics & Human Biology,idconv: no PMCID
10.1016/j.ssresearch.2014.01.002,Social Science Research,idconv: no PMCID
10.1037/a0035479,Developmental Psychology,idconv: no PMCID
10.1007/s13178-013-0143-4,Sexuality Research and Social Policy,idconv: no PMCID
10.1525/sop.2006.49.1.67,Sociological Perspectives,idconv: no PMCID
10.1007/s10508-014-0258-6,Archives of Sexual Behavior,PMC fetch failed (batched only)
10.4284/0038-4038-2013.015,Southern Economic Journal,idconv: no PMCID
10.1177/0044118x13520560,Youth & Society,idconv: no PMCID
10.1037/0012-1649.44.2.468,Developmental Psychology,PMC fetch failed (batched only)
10.1016/j.socnet.2005.04.005,Social Networks,PMC fetch failed (batched only)
10.1016/j.whi.2013.10.001,Women's Health Issues,PMC fetch failed (batched only)
10.1177/1043463113512996,Rationality and Society,idconv: no PMCID
10.1111/jora.12106,Journal of Research on Adolescence,PMC fetch failed (batched only)
10.1177/0044118x13517908,Youth & Society,idconv: no PMCID
10.1177/0044118x13515279,Youth & Society,idconv: no PMCID
10.1007/s40258-014-0084-y,Applied Health Economics and Health Policy,PMC fetch failed (batched only)
10.1017/s0007114514000130,Br J Nutr,idconv: no PMCID
10.1300/J233v05n01_03,Journal of Ethnicity in Substance Abuse,idconv: no PMCID
10.1016/j.childyouth.2014.02.005,Children and Youth Services Review,PMC fetch failed (batched only)
10.1177/0003122413519445,American Sociological Review,PMC fetch failed (batched only)
10.1016/j.socscimed.2014.01.040,Social Science & Medicine,idconv: no PMCID
10.1097/DBP.0000000000000027,Journal of Developmental & Behavioral Pediatrics,idconv: no PMCID
10.1007/s10964-013-9946-0,Journal of youth and adolescence,idconv: no PMCID
10.1111/ssqu.12022,Social Science Quarterly,PMC fetch failed (batched only)
10.1016/j.paid.2014.01.059,Personality and Individual Differences,idconv: no PMCID
http://dx.doi.org/10.1016/j.jadohealth.2013.12.025,Journal of Adolescent Health,PMC fetch failed (batched only)
http://dx.doi.org/10.1016/j.pnpbp.2014.02.002,Progress in Neuro-Psychopharmacology and Biological Psychiatry,PMC fetch failed (batched only)
10.1177/0022146514521214,J Health Soc Behav,idconv: no PMCID
10.1177/0022146513520432,Journal of health and social behavior,idconv: no PMCID
10.1007/s11606-014-2809-x,Journal of general internal medicine,PMC fetch failed (batched only)
10.1177/2165143414522093,Career Development and Transition for Exceptional Individuals,idconv: no PMCID
10.1007/s10995-014-1459-2,Maternal and Child Health Journal,idconv: no PMCID
10.1353/dem.2006.0021,Demography,idconv: no PMCID
10.1111/socf.12073,Sociological Forum,idconv: no PMCID
10.1007/s10964-014-0108-9,Journal of Youth and Adolescence,idconv: no PMCID
10.1016/j.jpag.2013.12.005,Journal of pediatric and adolescent gynecology,PMC fetch failed (batched only)
10.1007/s10964-012-9868-2,Journal of youth and adolescence,idconv: no PMCID
10.1007/s11126-013-9255-5,Psychiatric Quarterly,idconv: no PMCID
10.1007/s10995-014-1462-7,Maternal and Child Health Journal,PMC fetch failed (batched only)
10.1007/s10560-013-0309-1,Child and Adolescent Social Work Journal,idconv: no PMCID
10.1080/13811118.2013.824827,Archives of Suicide Research,idconv: no PMCID
10.1007/s10964-014-0110-2,Journal of Youth and Adolescence,PMC fetch failed (batched only)
10.1007/s10964-006-9031-z,Journal of Youth and Adolescence,idconv: no PMCID
10.1007/s10964-014-0109-8,Journal of Youth and Adolescence,idconv: no PMCID
10.1080/07418825.2014.890736,Justice Quarterly,idconv: no PMCID
10.1037/a0036027,Developmental Psychology,idconv: no PMCID
10.1016/j.regsciurbeco.2014.02.001,Regional Science and Urban Economics,idconv: no PMCID
10.1016/j.jcrimjus.2014.02.002,Journal of Criminal Justice,idconv: no PMCID
10.1093/jpepsy/jsj091,Journal of Pediatric Psychology,idconv: no PMCID
10.1111/ssqu.12025,Social science quarterly,PMC fetch failed (batched only)
10.1016/j.socnet.2014.01.001,Social Networks,idconv: no PMCID
10.1016/j.socscimed.2014.02.047,Social Science & Medicine,PMC fetch failed (batched only)
10.1016/j.chiabu.2014.01.016,Child Abuse and Neglect,PMC fetch failed (batched only)
10.1016/j.ehb.2013.11.001,Economics and human biology,idconv: no PMCID
10.1111/cpsp.12055,Clinical Psychology: Science and Practice,idconv: no PMCID
10.1007/s10964-006-9094-x,Journal of Youth and Adolescence,idconv: no PMCID
10.1007/s13178-014-0153-x,Sexuality Research and Social Policy,PMC fetch failed (batched only)
http://dx.doi.org/10.1016/S2213-8587(14)70012-9,The Lancet Diabetes & Endocrinology,idconv: no PMCID
10.1007/s10943-011-9512-6,Journal of religion and health,PMC fetch failed (batched only)
10.1542/peds.105.6.e83,Pediatrics,idconv: no PMCID
10.1111/j.1533-8525.2006.00041.x,Sociological Quarterly,idconv: no PMCID
10.1111/1745-9125.12036,Criminology,idconv: no PMCID
http://dx.doi.org/10.1016/j.physa.2014.03.059,Physica A: Statistical Mechanics and its Applications,idconv: no PMCID
10.1016/j.jebo.2014.03.018,Journal of Economic Behavior & Organization,idconv: no PMCID
10.1111/soc4.12147,Sociology Compass,idconv: no PMCID
10.1177/0192513x14527095,Journal of Family Issues,idconv: no PMCID
http://dx.doi.org/10.1016/j.ssresearch.2014.03.010,Social Science Research,PMC fetch failed (batched only)
10.1080/13811118.2013.824832,Arch Suicide Res,idconv: no PMCID
10.1016/j.alcr.2014.03.002,Advances in Life Course Research,idconv: no PMCID
10.1177/0731121414523732,Sociological Perspectives,idconv: no PMCID
10.1007/s11121-006-0042-5,Prevention Science,idconv: no PMCID
10.1080/10705511.2014.882695,Structural Equation Modeling: A Multidisciplinary Journal,PMC fetch failed (batched only)
10.1002/hec.3052,Health Economics,idconv: no PMCID
10.1111/jomf.12000,Journal of Marriage and Family,PMC fetch failed (batched only)
10.1080/00036846.2014.902024,Applied Economics,idconv: no PMCID
10.1080/13504851.2014.899666,Applied Economics Letters,idconv: no PMCID
10.1016/j.socscimed.2014.04.005,Social Science & Medicine,PMC fetch failed (batched only)
10.1177/0044118x14531150,Youth & Society,idconv: no PMCID
10.1086/505288,Social Service Review,PMC fetch failed (batched only)
10.1111/1471-0528.12825,BJOG: An International Journal of Obstetrics & Gynaecology,idconv: no PMCID
10.1542/peds.2013-3262,Pediatrics,PMC fetch failed (batched only)
10.1016/j.jebo.2014.03.002,Journal of Economic Behavior & Organization,idconv: no PMCID
10.1016/j.janxdis.2014.03.007,Journal of Anxiety Disorders,PMC fetch failed (batched only)
10.1080/13691058.2014.898794,"Culture, Health and Sexuality",idconv: no PMCID
10.1177/2156869314527295,Society and Mental Health,idconv: no PMCID
10.1111/ecca.12094,Economica,idconv: no PMCID
10.1080/01639625.2013.867727,Deviant Behavior,idconv: no PMCID
10.1080/00224499.2014.883589,The Journal of Sex Research,idconv: no PMCID
10.1016/j.ssresearch.2005.04.003,Social Science Research,idconv: no PMCID
10.3109/00952990.2014.892950,The American Journal of Drug and Alcohol Abuse,idconv: no PMCID
10.1080/07418825.2012.723029,Justice Quarterly,idconv: no PMCID
10.1162/REST_a_00252,Review of Economics and Statistics,idconv: no PMCID
10.1111/cdep.12071,Child Development Perspectives,idconv: no PMCID
10.1016/j.addbeh.2014.04.024,Addictive Behaviors,PMC fetch failed (batched only)
10.1073/pnas.1406402111,Proceedings of the National Academy of Sciences,PMC fetch failed (batched only)
10.1007/s10903-014-0029-4,Journal of Immigrant and Minority Health,idconv: no PMCID
10.1111/j.0737-1209.2006.230102.x,Public Health Nursing,idconv: no PMCID
10.1097/EDE.0000000000000111,Epidemiology,idconv: no PMCID
10.1093/sf/sou050,Social Forces,idconv: no PMCID
10.1177/1559827614533911,American Journal of Lifestyle Medicine,idconv: no PMCID
10.1002/cbl.20213,The Brown University Child and Adolescent Behavior Letter,idconv: no PMCID
10.1080/19485565.2014.899454,Biodemography and Social Biology,PMC fetch failed (batched only)
10.1098/rspb.2013.3116,Proceedings of the Royal Society B: Biological Sciences,PMC fetch failed (batched only)
10.1177/0022146514532817,Journal of Health and Social Behavior,PMC fetch failed (batched only)
10.2105/AJPH.2013.301768,American Journal of Public Health,idconv: no PMCID
10.1177/1043463106060153,Rationality and Society,idconv: no PMCID
10.1080/07418825.2014.915978,Justice Quarterly,idconv: no PMCID
10.1080/15332985.2014.896848,Social Work in Mental Health,idconv: no PMCID
10.1007/s11150-013-9194-9,Review of Economics of the Household,idconv: no PMCID
10.1111/jora.12127,Journal of Research on Adolescence,idconv: no PMCID
10.1136/jech-2014-203814,Journal of Epidemiology and Community Health,PMC fetch failed (batched only)
10.1016/j.jcrimjus.2014.04.002,Journal of Criminal Justice,idconv: no PMCID
10.1111/1745-9125.12040,Criminology,PMC fetch failed (batched only)
10.1016/j.jadohealth.2014.04.006,Journal of Adolescent Health,PMC fetch failed (batched only)
10.1016/j.ssresearch.2014.05.007,Social Science Research,idconv: no PMCID
10.1001/archpedi.160.4.375,Archives of Pediatrics & Adolescent Medicine,idconv: no PMCID
10.1016/j.jpsychires.2012.10.016,Journal of psychiatric research,idconv: no PMCID
10.1007/s10903-012-9670-y,Journal of immigrant and minority health,idconv: no PMCID
10.1007/s10519-014-9662-x,Behavior Genetics,PMC fetch failed (batched only)
10.1007/s10940-014-9230-9,Journal of Quantitative Criminology,idconv: no PMCID
10.1007/s10508-014-0313-3,Archives of Sexual Behavior,idconv: no PMCID
10.1080/1612197X.2014.919603,International Journal of Sport and Exercise Psychology,idconv: no PMCID
10.1177/0022146514531438,Journal of Health and Social Behavior,idconv: no PMCID
10.1080/01639625.2014.883886,Deviant Behavior,idconv: no PMCID
10.1177/003804070607900103,Sociology of Education,PMC fetch failed (batched only)
10.1016/j.drugalcdep.2014.02.050,Drug and Alcohol Dependence,idconv: no PMCID
10.1016/j.drugalcdep.2014.02.507,Drug and Alcohol Dependence,idconv: no PMCID
10.1007/s10964-014-0141-8,Journal of Youth and Adolescence,idconv: no PMCID
http://dx.doi.org/10.1016/j.socscimed.2014.05.049,Social Science & Medicine,PMC fetch failed (batched only)
10.1007/s10802-014-9880-y,Journal of Abnormal Child Psychology,PMC fetch failed (batched only)
10.1002/hec.1675,Health Econ,idconv: no PMCID
10.1002/nur.20163,Research in Nursing and Health,idconv: no PMCID
10.1111/pops.12223,Political Psychology,PMC fetch failed (batched only)
10.5993/AJHB.38.5.8,American Journal of Health Behavior,idconv: no PMCID
10.1097/NCC.0000000000000105,Cancer Nursing,idconv: no PMCID
10.1016/j.adolescence.2014.06.002,Journal of Adolescence,idconv: no PMCID
10.1016/j.jcrimjus.2014.05.005,Journal of Criminal Justice,idconv: no PMCID
10.1002/ir.20043,New Directions for Institutional Research,idconv: no PMCID
10.1111/j.1467-8721.2006.00444.x,Current Directions in Psychological Science,idconv: no PMCID
10.1177/1754073914522865,Emotion Review,idconv: no PMCID
10.1007/s10964-014-0137-4,Journal of Youth and Adolescence,idconv: no PMCID
10.1093/sf/sou063,Social Forces,PMC fetch failed (batched only)
10.1016/j.evolhumbehav.2014.06.004,Evolution and Human Behavior,idconv: no PMCID
10.2105/AJPH.2014.301904,American Journal of Public Health,idconv: no PMCID
10.1016/j.socscimed.2014.06.011,Social Science & Medicine,idconv: no PMCID
10.1177/0003122414536391,American Sociological Review,idconv: no PMCID
10.1016/j.drugalcdep.2014.05.025,Drug and Alcohol Dependence,PMC fetch failed (batched only)
10.1016/j.regsciurbeco.2014.06.001,Regional Science and Urban Economics,idconv: no PMCID
10.1016/S0378-8733(98)00006-9,Social Networks,idconv: no PMCID
10.1007/s11199-006-9028-9,Sex Roles,idconv: no PMCID
10.1002/hec.2907,Health Economics,PMC fetch failed (batched only)
10.1037/a0034281,Psychol Methods,PMC fetch failed (batched only)
10.1016/j.intell.2014.06.002,Intelligence,idconv: no PMCID
10.1038/jhg.2014.14,J Hum Genet,PMC fetch failed (batched only)
10.1177/0886260514540327,Journal of Interpersonal Violence,idconv: no PMCID
10.1177/0192513x14540158,Journal of Family Issues,idconv: no PMCID
10.1177/0886260514540803,Journal of Interpersonal Violence,idconv: no PMCID
10.1093/swr/svu018,Social Work Research,PMC fetch failed (batched only)
10.15195/v1.a17,Sociological Science,idconv: no PMCID
10.1007/s11414-014-9422-y,The Journal of Behavioral Health Services & Research,idconv: no PMCID
10.1016/j.drugpo.2014.07.001,International Journal of Drug Policy,idconv: no PMCID
10.1177/0022042614542511,Journal of Drug Issues,PMC fetch failed (batched only)
10.1016/j.econlet.2013.09.025,Economics Letters,idconv: no PMCID
10.1016/j.addbeh.2005.04.010,Addictive Behaviors,idconv: no PMCID
10.1111/jan.12481,Journal of Advanced Nursing,PMC fetch failed (batched only)
10.1007/s10964-006-9076-z,Journal of Youth and Adolescence,idconv: no PMCID
10.1080/02791072.2014.914610,Journal of Psychoactive Drugs,PMC fetch failed (batched only)
10.1007/s10964-014-0151-6,Journal of Youth and Adolescence,idconv: no PMCID
10.1111/jmwh.12110,Journal of Midwifery & Women's Health,idconv: no PMCID
10.1016/j.adolescence.2014.06.006,Journal of Adolescence,PMC fetch failed (batched only)
http://dx.doi.org/10.1016/j.jpeds.2014.06.052,The Journal of Pediatrics,PMC fetch failed (batched only)
10.1080/00224499.2014.913281,Journal of sex research,idconv: no PMCID
10.1016/j.bbi.2013.08.002,Brain Behav Immun,PMC fetch failed (batched only)
10.1080/15377938.2013.837857,Journal of Ethnicity in Criminal Justice,idconv: no PMCID
10.1177/0003122414530398,American Sociological Review,idconv: no PMCID
10.1177/0003122414531596,American Sociological Review,idconv: no PMCID
10.1007/s11126-014-9308-4,Psychiatric Quarterly,idconv: no PMCID
